,Dance,Folk,Country,Classical music,Musical,Pop,Rock,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Entertainment spending,Clusters
202,5.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3
203,4.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3
204,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,2
205,2.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,3.0,2
206,5.0,2.0,2.0,5.0,5.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,2
207,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,1
208,3.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,3.0,0
209,4.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4
210,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4
211,5.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,0
212,1.0,3.0,3.0,5.0,1.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,2
213,4.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,0
214,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0,2
215,2.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5
216,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1
217,4.0,1.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,0
218,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,3
219,5.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,3
220,4.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,5.0,4
221,4.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4
222,3.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,0
223,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,5
224,2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,2
225,2.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,4
227,2.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,2.0,2
228,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,4
229,4.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3
230,2.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,4
231,3.0,2.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,2.0,0
232,1.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,3.0,0
233,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,0
234,4.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0,4.0,1.0,3.0,4.0,5.0,1.0,1.0,0
235,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,1
236,3.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,5.0,0
237,4.0,2.0,1.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,4.0,0
238,2.0,1.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,5
239,4.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4
240,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1
241,2.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,0
242,3.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,5
243,2.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,1.0,2
244,5.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,0
245,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,4
246,3.0,2.0,3.0,4.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,2.0,0
247,3.0,2.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,4
248,4.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3
249,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,4
250,3.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,5
251,5.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,0
252,2.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,0
253,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
254,5.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,2.0,1.0,5.0,2.0,5.0,3.0,3.0,0
255,2.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,3.0,2
256,3.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,5
257,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,0
258,1.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,5.0,2
259,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,5.0,2.0,5.0,1.0,4.0,0
260,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
261,4.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5
262,3.0,4.0,2.0,5.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,4
263,5.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,0
264,3.0,3.0,1.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,0
265,3.0,2.0,1.0,2.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,5
266,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,0
267,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1
268,3.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,5
269,3.0,1.0,2.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1
270,3.0,2.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,0
271,4.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,4.0,0
272,2.0,4.0,3.0,5.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,1.0,2.0,2
273,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4
274,5.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3
275,3.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4
276,5.0,3.0,5.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,0
277,2.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,3.0,1
278,3.0,5.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,2.0,4
279,4.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,3
280,4.0,2.0,1.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,0
281,4.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,4.0,4
282,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1
284,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1
285,3.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5
286,3.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,3.0,0
287,3.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3
290,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,0
291,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,0
292,5.0,2.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,0
293,2.0,2.0,2.0,4.0,4.0,1.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0,2
295,3.0,2.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0,2
296,5.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,5.0,3
297,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3
298,5.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,0
299,4.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,0
300,1.0,5.0,2.0,5.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,2
301,1.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1
302,5.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,0
303,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,0
304,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,5
305,3.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,2
306,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4
307,1.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,2
309,4.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5
310,4.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,3
311,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,4
312,2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,3
313,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,0
314,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4
315,1.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5
316,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3
317,5.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,3
318,2.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,1
319,4.0,3.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4
320,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,3
321,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0
322,2.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2
323,2.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1
324,4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0
325,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,0
326,3.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3
327,3.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,0
328,3.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,5.0,0
329,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3
331,3.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,4.0,4
332,3.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,5
333,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0
334,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,0
335,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,0
336,3.0,1.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3
337,5.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,3
339,2.0,2.0,1.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0,2.0,2
340,1.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,1
341,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3
342,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,0
343,3.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,0
344,2.0,4.0,4.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1
345,4.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3
346,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,4.0,5.0,3
348,3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,2.0,5.0,5.0,3.0,3.0,2.0,4.0,2
349,5.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,5.0,3
350,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,3
351,3.0,2.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,2
352,2.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1
353,3.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,0
354,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1
355,2.0,1.0,3.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,3
356,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4
357,3.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,5
358,5.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,3
359,4.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,3
360,4.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,5.0,0
361,3.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1
363,1.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,2
364,4.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,3
365,2.0,2.0,3.0,4.0,2.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,2
366,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3
367,3.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,2.0,4
370,3.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,4
371,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,5.0,2.0,3.0,4
372,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3
373,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5
374,5.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,3
377,2.0,3.0,3.0,4.0,2.0,3.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,2
379,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4
380,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,0
381,2.0,2.0,3.0,4.0,3.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1
382,4.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,0
383,2.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,2
384,3.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,2
385,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4
386,3.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3
387,5.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,5.0,0
388,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,2.0,4
389,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,3.0,5
390,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3
391,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4
392,4.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,0
393,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1
394,3.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1
395,3.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,1.0,5.0,3.0,3
396,3.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,5.0,1
397,3.0,5.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,5
398,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,1.0,4
399,2.0,4.0,1.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,2
400,4.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,3
401,2.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,0
403,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,0
404,4.0,5.0,5.0,5.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0,4
